190	255	65	thrL	UTI89_C0001	thr operon leader peptide	leader; amino acid biosynthesis: threonine	"involved in threonine biosynthesis; controls the expression of the thrLABC operon"""	YP_539042.1	GI:91209056
27336	27785	449	slpA	UTI89_C0030	peptidyl-prolyl cis- trans isomerase	"enzyme; macromolecule synthesis, modification: proteins - translation and modification"""	no_note_annotation	YP_539071.1	GI:91209085
27787	28737	950	ispH	UTI89_C0031	4-hydroxy-3-methylbut-2-enyl diphosphate	regulator; global regulatory functions	"catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP); functions in the nonmevalonate isoprenoid biosynthesis pathway"""	YP_539072.1	GI:91209086
28803	29717	914	yaaF	UTI89_C0032	ribonucleoside hydrolase RihC	no_function_annotation	no_note_annotation	YP_539073.1	GI:91209087
29740	30105	365	no_gene_name_annotation	UTI89_C0033	hypothetical protein	no_function_annotation	no_note_annotation	YP_539074.1	GI:91209088
30266	31087	821	dapB	UTI89_C0034	dihydrodipicolinate reductase	enzyme; lysine biosynthesis	"catalyzes the reduction of 2,3-dihydrodipicolinate to 2,3,4,5-tetrahydrodipicolinate in lysine and diaminopimelate biosynthesis"""	YP_539075.1	GI:91209089
31099	31296	197	no_gene_name_annotation	UTI89_C0035	hypothetical protein	no_function_annotation	no_note_annotation	YP_539076.1	GI:91209090
31516	32691	1175	carA	UTI89_C0036	carbamoyl phosphate synthase small subunit	enzyme; pyrimidine ribonucleotide biosynthesis	"catalyzes production of carbamoyl phosphate from bicarbonate and glutamine in pyrimidine and arginine biosynthesis pathways; forms an octamer composed of four CarAB dimers"""	YP_539077.1	GI:91209091
32709	35930	3221	carB	UTI89_C0037	carbamoyl phosphate synthase large subunit	enzyme; pyrimidine ribonucleotide biosynthesis	"four CarB-CarA dimers form the carbamoyl phosphate synthetase holoenzyme that catalyzes the production of carbamoyl phosphate; CarB is responsible for the amidotransferase activity"""	YP_539078.1	GI:91209092
36103	36612	509	no_gene_name_annotation	UTI89_C0038	transposase	no_function_annotation	no_note_annotation	YP_539079.1	GI:91209093
36649	36867	218	no_gene_name_annotation	UTI89_C0039	hypothetical protein	no_function_annotation	no_note_annotation	YP_539080.1	GI:91209094
36902	37297	395	caiF	UTI89_C0040	DNA-binding transcriptional activator CaiF	"regulator; central intermediary metabolism: pool, multipurpose conversions"""	"regulator of carnitine metabolism; induces the caiTABCDE and fixABCX operons"""	YP_539081.2	GI:162138513
37416	38027	611	caiE	UTI89_C0041	carnitine operon protein CaiE	"enzyme; central intermediary metabolism: pool, multipurpose conversions"""	"involved in the synthesis of a cofactor required for carnitine dehydratase and carnitine racemase activities"""	YP_539082.1	GI:91209096
38012	38905	893	caiD	UTI89_C0042	carnitinyl-CoA dehydratase	enzyme; degradation of small molecules: amines	"catalyzes the dehydration of L-carnitinyl-CoA to crotonobetainyl-CoA"""	YP_539083.1	GI:91209097
38906	40474	1568	caiC	UTI89_C0043	crotonobetaine/carnitine-CoA ligase	"enzyme; central intermediary metabolism: pool, multipurpose conversions"""	no_note_annotation	YP_539084.1	GI:91209098
40532	41749	1217	caiB	UTI89_C0044	crotonobetainyl-CoA:carnitine CoA-transferase	"enzyme; central intermediary metabolism: pool, multipurpose conversions"""	"catalyzes formation of L-carnitinyl-CoA by transfering the CoA moiety from gamma-butyrobetainyl-CoA, also catalyzes the formation of crotonobetainyl-CoA by transfer of CoA from gamma-butyrobetainyl-CoA or L-carnitinyl-CoA to crotonobetaine"""	YP_539085.1	GI:91209099
41877	43019	1142	caiA	UTI89_C0045	crotonobetainyl-CoA dehydrogenase	"regulator; central intermediary regulator metabolism"""	"catalyzes the reduction of crotonobetainyl-CoA to gamma-butyrobetainyl-CoA"""	YP_539086.1	GI:91209100
43050	44564	1514	caiT	UTI89_C0046	L-carnitine/gamma-butyrobetaine antiporter	"transport; central intermediary metabolism: pool, multipurpose conversions"""	"catalyzes the exchange of L-carnitine for gamma-butyrobetaine in carnitine metabolism"""	YP_539087.1	GI:91209101
45037	45807	770	fixA	UTI89_C0047	electron transfer flavoprotein FixA	"enzyme; energy metabolism, carbon: electron transport"""	"required for anaerobic carnitine reduction, may act to transfer electrons to crotonobetaine reductase"""	YP_539088.2	GI:162138512
45822	46763	941	fixB	UTI89_C0048	electron transfer flavoprotein FixB	"enzyme; energy metabolism, carbon: electron transport"""	"involved in electron transfer during carnitine metabolism"""	YP_539089.1	GI:91209103
46814	48100	1286	fixC	UTI89_C0049	oxidoreductase FixC	"enzyme; energy metabolism, carbon: electron transport"""	"FAD/NAD(P)-binding domain; possibly part of an electron transfer system required for anaerobic carnitine reduction"""	YP_539090.1	GI:91209104
48097	48384	287	fixX	UTI89_C0050	ferredoxin	carrier; not classified	no_note_annotation	YP_539091.1	GI:91209105
48443	49774	1331	yaaU	UTI89_C0051	metabolite transport protein YaaU	transport	no_note_annotation	YP_539092.1	GI:91209106
49882	50412	530	yabF	UTI89_C0052	glutathione-regulated potassium-efflux system	"required for activity of the KefC glutathione-gated potassium efflux system"""	"Required for full activity of KefC, a potassium-proton antiporter"""	YP_539093.1	GI:91209107
50405	52267	1862	kefC	UTI89_C0053	glutathione-regulated potassium-efflux system	glutathione-regulated potassium efflux	transport system that facilitates potassium-efflux	YP_539094.1	GI:91209108
52324	52938	614	folA	UTI89_C0054	dihydrofolate reductase	"enzyme; biosynthesis of cofactors, carriers: folic acid"""	"catalyzes the reduction of dihydrofolate to tetrahydrofolate"""	YP_539095.1	GI:91209109
53024	53257	233	no_gene_name_annotation	UTI89_C0055	antitoxin of gyrase inhibiting toxin-antitoxin	factor; protection responses: cell killing	no_note_annotation	YP_539096.1	GI:91209110
53572	54420	848	apaH	UTI89_C0056	diadenosine tetraphosphatase	enzyme; salvage of nucleosides and nucleotides	"hydrolyzes P(1),P(4)-bis(5'-adenosyl) tetraphosphate to form 2 ADP"""	YP_539097.1	GI:91209111
54427	54804	377	apaG	UTI89_C0057	ApaG protein	no_function_annotation	no_note_annotation	YP_539098.1	GI:91209112
54807	55628	821	ksgA	UTI89_C0058	dimethyladenosine transferase	enzyme; drug/analog sensitivity	"catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rRNA; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin"""	YP_539099.1	GI:91209113
55625	56614	989	pdxA	UTI89_C0059	4-hydroxythreonine-4-phosphate dehydrogenase	"enzyme; biosynthesis of cofactors, carriers: pyridoxine"""	"catalyzes oxidation of 4-(phosphohydroxy)-L-threonine into 2-amino-3-oxo-4-(phosphohydroxy)butyric acid which decarboxylates to form 1-amino-3-(phosphohydroxy)propan-2-one (3-amino-2-oxopropyl phosphate)"""	YP_539100.1	GI:91209114
56614	57900	1286	surA	UTI89_C0060	peptidyl-prolyl cis-trans isomerase SurA	survival protein precursor	"Chaperone involved in the folding of extracytoplasmic proteins, especially OmpA, OmpF and LamB"""	YP_539101.1	GI:91209115
57953	60307	2354	imp	UTI89_C0061	organic solvent tolerance protein	"phenotype; adaptations, atypical conditions"	"determines N-hexane tolerance and is involved in outer membrane permeability"""	YP_539102.1	GI:91209116
60562	61377	815	djlA	UTI89_C0062	Dna-J like membrane chaperone protein	DNA-binding protein	"functions as a co-chaperone with DnaK; involved in regulation of colanic acid capsule; inner membrane protein; dimerized via transmembrane domain; J-like domain is cytoplasmic and can functionally substitute for DnaJ; stimulates synthesis of colanic acid mucoid capsule through the RcsB/C signal transduction system"""	YP_539103.2	GI:162138511
61527	62186	659	rluA	UTI89_C0063	23S rRNA/tRNA pseudouridine synthase A	enzyme; pseudouridine synthesis	"catalyzes the synthesis of pseudouridine from uracil-746 in 23S ribosomal RNA and from uracil-32 in the anticodon stem and loop of transfer RNAs"""	YP_539104.1	GI:91209118
62198	65104	2906	hepA	UTI89_C0064	ATP-dependent helicase HepA	enzyme; probable ATP-dependent RNA helicase	"transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA"""	YP_539105.1	GI:91209119
65268	67619	2351	polB	UTI89_C0065	DNA polymerase II	"enzyme; DNA - replication, repair, restriction/modification"""	"Has polymerase, DNA-binding and 3'-5' exonuclease activities. In Aeropyrum pernix this protein is sensitive to aphidicolin and stable at 95#C"""	YP_539106.1	GI:91209120
67694	68389	695	araD	UTI89_C0066	L-ribulose-5-phosphate 4-epimerase	"enzyme; degradation of small molecules: carbon compounds"""	"catalyzes the isomerization of L-ribulose 5-phosphate to D-xylulose 5-phosphate in the anaerobic catabolism of L-ascorbate; links the arabinose metabolic pathway to the pentose phosphate pathway and allows the bacteria to use arabinose as an energy source"""	YP_539107.1	GI:91209121
68674	70176	1502	araA	UTI89_C0067	L-arabinose isomerase	"enzyme; degradation of small molecules: carbon compounds"""	"catalyzes the formation of L-ribulose from L-arabinose in L-arabinose catabolism"""	YP_539108.1	GI:91209122
70187	71887	1700	araB	UTI89_C0068	ribulokinase	"enzyme; degradation of small molecules: carbon compounds"""	"catalyzes the phosphorylation of ribulose to ribulose 5-phosphate"""	YP_539109.1	GI:91209123
72175	73071	896	araC	UTI89_C0069	DNA-binding transcriptional regulator AraC	transcriptional regulation	"positive and negative regulator; regulates the araBAD and araFGH operons and other genes involved in the transport and catabolism of L-arabinose"""	YP_539110.1	GI:91209124
73336	73458	122	no_gene_name_annotation	UTI89_C0070	hypothetical protein	no_function_annotation	no_note_annotation	YP_539111.1	GI:91209125
73583	74194	611	no_gene_name_annotation	UTI89_C0071	hypothetical protein	no_function_annotation	no_note_annotation	YP_539112.1	GI:91209126
74440	74862	422	no_gene_name_annotation	UTI89_C0072	hypothetical protein	no_function_annotation	no_note_annotation	YP_539113.1	GI:91209127
75017	75781	764	yabI	UTI89_C0073	hypothetical protein	no_function_annotation	no_note_annotation	YP_539114.1	GI:91209128
75895	76614	719	thiQ	UTI89_C0074	thiamine transporter ATP-binding subunit	thiamine transport	"with TbpA and ThiP is part of the thiamine and TPP transport system"""	YP_539115.1	GI:91209129
76577	78187	1610	thiP	UTI89_C0075	thiamine transporter membrane protein	"thiamine transport, permease"	"permease; with TbpA and ThiQ functions in transport of thiamine and thiamine pyrophosphate into the cell; repressed in presence of exogenous thiamine"""	YP_539116.1	GI:91209130
78163	79146	983	tbpA	UTI89_C0076	thiamine transporter substrate binding subunit	transport; transport of small molecules: other	"part of the thiamine and TPP transport system tbpA-thiPQ"""	YP_539117.2	GI:162138510
79310	80986	1676	yabN	UTI89_C0077	transcriptional regulator SgrR	transport	"activates sgrS under glucose-phosphate stress conditions"""	YP_539118.1	GI:91209132
81293	81898	605	leuD	UTI89_C0078	isopropylmalate isomerase small subunit	enzyme; amino acid biosynthesis: leucine	"catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate in leucine biosynthesis; forms a heterodimer of LeuC/D"""	YP_539119.1	GI:91209133
81909	83309	1400	leuC	UTI89_C0079	isopropylmalate isomerase large subunit	leucine biosynthesis	"dehydratase component, catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate"""	YP_539120.1	GI:91209134
83312	84406	1094	leuB	UTI89_C0080	3-isopropylmalate dehydrogenase	enzyme; amino acid biosynthesis: leucine	"catalyzes the oxidation of 3-isopropylmalate to 3-carboxy-4-methyl-2-oxopentanoate in leucine biosynthesis"""	YP_539121.1	GI:91209135
84403	85974	1571	leuA	UTI89_C0081	2-isopropylmalate synthase	enzyme; amino acid biosynthesis: leucine	"catalyzes the formation of 2-isopropylmalate from acetyl-CoA and 2-oxoisovalerate in leucine biosynthesis"""	YP_539122.1	GI:91209136
86066	86152	86	leuL	UTI89_C0082	leu operon leader peptide	leader; amino acid biosynthesis: leucine	"involved in attenuation control of the leuABCD operon in leucine biosynthesis"""	YP_539123.1	GI:91209137
86611	86733	122	no_gene_name_annotation	UTI89_C0083	hypothetical protein	no_function_annotation	no_note_annotation	YP_539124.1	GI:91209138
86810	87754	944	leuO	UTI89_C0084	leucine transcriptional activator	regulator; amino acid biosynthesis: leucine	"activator for leuABCD operon; member of LysR family of transcriptional activators"""	YP_539125.1	GI:91209139
88072	89796	1724	ilvI	UTI89_C0085	acetolactate synthase 3 catalytic subunit	"enzyme; amino acid biosynthesis: isoleucine, valine"""	"catalyzes the formation of 2-acetolactate from pyruvate, leucine sensitive"""	YP_539126.2	GI:162138509
89799	90290	491	ilvH	UTI89_C0086	acetolactate synthase 3 regulatory subunit	"enzyme; amino acid biosynthesis: isoleucine, valine"""	"with IlvI catalyzes the formation of 2-acetolactate from pyruvate, the small subunit is required for full activity and valine sensitivity; E.coli produces 3 isoenzymes of acetolactate synthase which differ in specificity to substrates, valine sensitivity and affinity for cofactors; also known as acetolactate synthase 3 small subunit"""	YP_539127.2	GI:162138508
90293	90388	95	fruL	UTI89_C0087	FruR leader peptide	"leader; energy metabolism, carbon: glycolysis"	no_note_annotation	YP_539128.1	GI:91209142
90342	90473	131	no_gene_name_annotation	UTI89_C0088	hypothetical protein	no_function_annotation	no_note_annotation	YP_539129.1	GI:91209143
90470	91474	1004	fruR	UTI89_C0089	DNA-binding transcriptional regulator FruR	"regulator; energy metabolism, carbon: glycolysis"""	"binds D-fructose as an inducer; involved in regulation of operons for central pathways of carbon metabolism"""	YP_539130.1	GI:91209144
92040	92534	494	mraZ	UTI89_C0090	cell division protein MraZ	cell envelope formation and cell division	"MraZ; UPF0040; crystal structure shows similarity to AbrB"""	YP_539131.1	GI:91209145
92536	93477	941	mraW	UTI89_C0091	S-adenosyl-methyltransferase	enzyme; methyltransferase	"yabC, orfB"	YP_539132.1	GI:91209146
93474	93839	365	ftsL	UTI89_C0092	cell division protein FtsL	phenotype; cell division	"membrane bound cell division protein at septum containing leucine zipper motif"""	YP_539133.1	GI:91209147
93855	95621	1766	ftsI	UTI89_C0093	peptidoglycan synthetase FtsI	enzyme; cell division	no_note_annotation	YP_539134.1	GI:91209148
95608	97095	1487	murE	UTI89_C0094	"UDP-N-acetylmuramoylalanyl-D-glutamate--2,"	"enzyme; murein sacculus, peptidoglycan"	"involved in cell wall formation; peptidoglycan synthesis; cytoplasmic enzyme; catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate"""	YP_539135.1	GI:91209149
97092	98450	1358	murF	UTI89_C0095	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-	"enzyme; murein sacculus, peptidoglycan"	no_note_annotation	YP_539136.1	GI:91209150
98444	99526	1082	mraY	UTI89_C0096	phospho-N-acetylmuramoyl-pentapeptide-	"enzyme; murein sacculus, peptidoglycan"	"First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan"""	YP_539137.1	GI:91209151
99529	100845	1316	murD	UTI89_C0097	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	"enzyme; murein sacculus, peptidoglycan"	"UDP-N-acetylmuramoylalanine--D-glutamate ligase; involved in peptidoglycan biosynthesis; cytoplasmic; catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation"""	YP_539138.1	GI:91209152
100842	102089	1247	ftsW	UTI89_C0098	cell division protein FtsW	membrane; cell division	"integral membrane protein involved in stabilizing FstZ ring during cell division"""	YP_539139.1	GI:91209153
102086	103153	1067	murG	UTI89_C0099	undecaprenyldiphospho-muramoylpentapeptide	"enzyme; murein sacculus, peptidoglycan"	"UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; involved in cell wall formation; inner membrane-associated; last step of peptidoglycan synthesis"""	YP_539140.1	GI:91209154
103207	104682	1475	murC	UTI89_C0100	UDP-N-acetylmuramate--L-alanine ligase	"enzyme; cell envelope: murein sacculus, peptidoglycan"""	"Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis"""	YP_539141.1	GI:91209155
104675	105595	920	ddl	UTI89_C0101	D-alanine--D-alanine ligase	"enzyme; murein sacculus, peptidoglycan"	"D-alanine--D-alanine ligase; DdlA; DdlB; cytoplasmic; catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis; there are two forms of this enzyme in Escherichia coli"""	YP_539142.1	GI:91209156
105597	106427	830	ftsQ	UTI89_C0102	cell division protein FtsQ	phenotype; cell division	involved in septum formation	YP_539143.1	GI:91209157
106424	107686	1262	ftsA	UTI89_C0103	cell division protein FtsA	phenotype; cell division	"ATP-binding involved in recruitment of FtsK to Z ring; essential cell division protein; colocalizes with FtsZ through direct interaction to the septal ring structure; structurally similar to eukaryotic actin; binds directly to the cell membrane"""	YP_539144.1	GI:91209158
107747	108898	1151	ftsZ	UTI89_C0104	cell division protein FtsZ	enzyme; cell division	"GTPase; similar structure to tubulin; forms ring-shaped polymers at the site of cell division; other proteins such as FtsA, ZipA, and ZapA, interact with and regulate FtsZ function"""	YP_539145.1	GI:91209159
108999	109916	917	lpxC	UTI89_C0105	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine	"enzyme; cell exterior constituents: surface polysaccharides and antigens"""	"zinc-dependent; catalyzes the deacetylation of UDP-(3-O-acyl)-N-acetylglucosamine to UDP-3-O-(3-hydroxytetradecanoyl)-glucosamine in the second step of lipid A biosynthesis"""	YP_539146.1	GI:91209160
110147	110659	512	secM	UTI89_C0106	SecA regulator SecM	"regulates SecA translation (general secretory pathway)"""	"secM translational pause allows for the initiation of secA translation"""	YP_539147.2	GI:162138507
110721	113426	2705	secA	UTI89_C0107	preprotein translocase subunit SecA	"transport; transport of large molecules: protein, peptide secretion"""	"functions in protein export; can interact with acidic membrane phospholipids and the SecYEG protein complex; binds to preproteins; binds to ATP and undergoes a conformational change to promote membrane insertion of SecA/bound preprotein; ATP hydrolysis appears to drive release of the preprotein from SecA and deinsertion of SecA from the membrane; additional proteins SecD/F/YajC aid SecA recycling; exists in an equilibrium between monomers and dimers; may possibly form higher order oligomers; proteins in this cluster correspond SecA1; SecA2 is not essential and seems to play a role in secretion of a subset of proteins"""	YP_539148.1	GI:91209162
113486	113884	398	mutT	UTI89_C0108	nucleoside triphosphate pyrophosphohydrolase	enzyme; 2'-deoxyribonucleotide metabolism	no_note_annotation	YP_539149.1	GI:91209163
113972	114169	197	yacG	UTI89_C0109	zinc-binding protein	no_function_annotation	no_note_annotation	YP_539150.1	GI:91209164
114179	114922	743	yacF	UTI89_C0110	hypothetical protein	no_function_annotation	no_note_annotation	YP_539151.1	GI:91209165
114922	115542	620	coaE	UTI89_C0111	dephospho-CoA kinase	enzyme; coenzyme A biosynthesis	"catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; involved in coenzyme A biosynthesis"""	YP_539152.1	GI:91209166
115767	116810	1043	guaC	UTI89_C0112	guanosine 5'-monophosphate oxidoreductase	enzyme; purine ribonucleotide biosynthesis	"catalyzes the NADPH-dependent deamination of GMP to inosine monophosphate"""	YP_539153.1	GI:91209167
116845	118047	1202	hofC	UTI89_C0113	type IV pilin biogenesis protein	transport	no_note_annotation	YP_539154.1	GI:91209168
118037	119422	1385	hofB	UTI89_C0114	hypothetical protein	transport	no_note_annotation	YP_539155.1	GI:91209169
119432	119872	440	ppdD	UTI89_C0115	major pilin subunit	no_function_annotation	no_note_annotation	YP_539156.1	GI:91209170
119890	120063	173	no_gene_name_annotation	UTI89_C0116	hypothetical protein	no_function_annotation	no_note_annotation	YP_539157.1	GI:91209171
120076	120969	893	nadC	UTI89_C0117	quinolinate phosphoribosyltransferase	pyrimidine nucleotide biosynthesis	"catalyzes the formation of pyridine-2,3-dicarboxylate and 5-phospho-alpha-D-ribose 1-diphosphate from nictinate D-ribonucleotide"""	YP_539158.2	GI:162138506
121057	121608	551	ampD	UTI89_C0118	N-acetyl-anhydromuranmyl-L-alanine amidase	regulator	no_note_annotation	YP_539159.1	GI:91209173
121605	122459	854	ampE	UTI89_C0119	regulatory protein AmpE	regulates ampC	"involved in regulation of beta-lactamase; signaling protein"""	YP_539160.1	GI:91209174
122502	123872	1370	aroP	UTI89_C0120	aromatic amino acid transporter	"transport; transport of small molecules: amino acids, amines"""	no_note_annotation	YP_539161.1	GI:91209175
124400	126181	1781	usp	UTI89_C0121	uropathogenic specific protein	no_function_annotation	no_note_annotation	YP_539162.1	GI:91209176
126184	126468	284	no_gene_name_annotation	UTI89_C0122	hypothetical protein	no_function_annotation	no_note_annotation	YP_539163.1	GI:91209177
126876	127166	290	no_gene_name_annotation	UTI89_C0123	hypothetical protein	no_function_annotation	no_note_annotation	YP_539164.1	GI:91209178
127575	127865	290	no_gene_name_annotation	UTI89_C0124	hypothetical protein	no_function_annotation	no_note_annotation	YP_539165.1	GI:91209179
128321	129085	764	pdhR	UTI89_C0125	transcriptional regulator PdhR	"regulator; energy metabolism, carbon: pyruvate dehydrogenase"""	"activates lctPRD operon; autoregulates itself through repression of pdhR-aceEF-lpdA operon; regulates pyruvate dehydrogenase complex"""	YP_539166.2	GI:162138505
129082	129264	182	no_gene_name_annotation	UTI89_C0126	hypothetical protein	no_function_annotation	no_note_annotation	YP_539167.1	GI:91209181
129246	131909	2663	aceE	UTI89_C0127	pyruvate dehydrogenase subunit E1	"enzyme; energy metabolism, carbon: pyruvate dehydrogenase subunit"""	"E1 component; part of pyruvate dehydrogenase; forms a complex with DlaT and LpdC"""	YP_539168.1	GI:91209182
131924	133816	1892	aceF	UTI89_C0128	dihydrolipoamide acetyltransferase	"enzyme; energy metabolism, carbon: pyruvate dehydrogenase"""	"E2 component of pyruvate dehydrogenase multienzyme complex; in Escherichia coli AceF contains three N-terminal lipoyl domains"""	YP_539169.1	GI:91209183
134024	135448	1424	lpdA	UTI89_C0129	dihydrolipoamide dehydrogenase	"enzyme; energy metabolism, carbon: pyruvate dehydrogenase"""	"E3 component of pyruvate and 2-oxoglutarate dehydrogenase complex; catalyzes the oxidation of dihydrolipoamide to lipoamide"""	YP_539170.2	GI:162138504
135690	137447	1757	yacH	UTI89_C0130	hypothetical protein	membrane	no_note_annotation	YP_539171.1	GI:91209185
